condition,order_scope,probit_fit_status,probit_midpoint_native,probit_midpoint_position,probit_slope,probit_pseudo_r2,kernel_fit_status,kernel_midpoint_native,kernel_midpoint_position,kernel_transition_width_native,kernel_bandwidth_transformed,mean_entropy,probit_order_gap,kernel_order_gap
constitution,pooled,ok,9249.226350611243,within_range,0.0011210051244792932,0.8851591651543688,ok,16563.923260781958,within_range,,36463.75988859753,0.1031325849839089,,
constitution,AB,ok,9249.226350611243,within_range,0.0011210051244792932,0.8851591651543688,ok,16563.923260781958,within_range,,36463.75988859753,0.1031325849839089,,
