condition,order_scope,probit_fit_status,probit_midpoint_native,probit_midpoint_position,probit_slope,probit_pseudo_r2,kernel_fit_status,kernel_midpoint_native,kernel_midpoint_position,kernel_transition_width_native,kernel_bandwidth_transformed,mean_entropy,probit_order_gap,kernel_order_gap
constitution,pooled,ok,3.687708394902423,within_range,1.504272586276163,0.7395927104045985,ok,4.125730201939145,within_range,3.277759047012276,1.595045705819343,0.24183981276314728,,
constitution,AB,ok,3.687708394902423,within_range,1.504272586276163,0.7395927104045985,ok,4.125730201939145,within_range,3.277759047012276,1.595045705819343,0.24183981276314728,,
