condition,order_scope,probit_fit_status,probit_midpoint_native,probit_midpoint_position,probit_slope,probit_pseudo_r2,kernel_fit_status,kernel_midpoint_native,kernel_midpoint_position,kernel_transition_width_native,kernel_bandwidth_transformed,mean_entropy,probit_order_gap,kernel_order_gap
baseline,pooled,ok,3.0028814724221924,within_range,-0.14970722372340534,0.22348190832357584,ok,3.9096446332568746,within_range,,2.6283208589624665,0.6061622764226018,,
baseline,AB,ok,3.0028814724221924,within_range,-0.14970722372340534,0.22348190832357584,ok,3.9096446332568746,within_range,,2.6283208589624665,0.6061622764226018,,
placebo,pooled,ok,19.598850977101925,within_range,-0.21047308582960922,0.4218109259627114,ok,,below_range,,2.6283208589624665,0.24343596538629372,,
placebo,AB,ok,19.598850977101925,within_range,-0.21047308582960922,0.4218109259627114,ok,,below_range,,2.6283208589624665,0.24343596538629372,,
reflection,pooled,ok,10.760151911429418,within_range,-0.7721220338677646,0.8388042639968699,ok,10.81590951534031,within_range,-4.10146681248626,2.6283208589624665,0.15003183253555263,,
reflection,AB,ok,10.760151911429418,within_range,-0.7721220338677646,0.8388042639968699,ok,10.81590951534031,within_range,-4.10146681248626,2.6283208589624665,0.15003183253555263,,
constitution,pooled,ok,11.48795027314759,within_range,-0.46771209446468975,0.7204555184413179,ok,11.750245532630862,within_range,-5.515113501503718,2.6283208589624665,0.21899451049496318,,
constitution,AB,ok,11.48795027314759,within_range,-0.46771209446468975,0.7204555184413179,ok,11.750245532630862,within_range,-5.515113501503718,2.6283208589624665,0.21899451049496318,,
