condition,order_scope,probit_fit_status,probit_midpoint_native,probit_midpoint_position,probit_slope,probit_pseudo_r2,kernel_fit_status,kernel_midpoint_native,kernel_midpoint_position,kernel_transition_width_native,kernel_bandwidth_transformed,mean_entropy,probit_order_gap,kernel_order_gap
baseline,pooled,censored_all_zero,,below_range,,,censored_all_zero,,above_range,,,0.0,,
baseline,AB,censored_all_zero,,below_range,,,censored_all_zero,,above_range,,,0.0,,
placebo,pooled,ok,12.876038557033294,within_range,-2.238125296623014,0.9000247136989308,ok,13.950493931727856,within_range,-4.773289879102268,3.0191478470945796,0.08021423276526247,,
placebo,AB,ok,12.876038557033294,within_range,-2.238125296623014,0.9000247136989308,ok,13.950493931727856,within_range,-4.773289879102268,3.0191478470945796,0.08021423276526247,,
reflection,pooled,ok,14.624967434261263,within_range,-2.244128595979905,0.8888871125399112,ok,15.317838628957702,within_range,-4.743490800054243,3.0191478470945796,0.08021423276526247,,
reflection,AB,ok,14.624967434261263,within_range,-2.244128595979905,0.8888871125399112,ok,15.317838628957702,within_range,-4.743490800054243,3.0191478470945796,0.08021423276526247,,
constitution,pooled,ok,11.719270553854454,within_range,-0.6017088669404232,0.7801383289804344,ok,12.102719325174354,within_range,-5.278119373134828,3.0191478470945796,0.18809763214911454,,
constitution,AB,ok,11.719270553854454,within_range,-0.6017088669404232,0.7801383289804344,ok,12.102719325174354,within_range,-5.278119373134828,3.0191478470945796,0.18809763214911454,,
