condition,order_scope,probit_fit_status,probit_midpoint_native,probit_midpoint_position,probit_slope,probit_pseudo_r2,kernel_fit_status,kernel_midpoint_native,kernel_midpoint_position,kernel_transition_width_native,kernel_bandwidth_transformed,mean_entropy,probit_order_gap,kernel_order_gap
baseline,pooled,ok,14076.87930251673,within_range,0.0005067472215644484,0.8127889337426087,ok,14025.136259540326,within_range,5960.515028109532,3721.285803234123,0.17389561666945508,,
baseline,AB,ok,14076.87930251673,within_range,0.0005067472215644484,0.8127889337426087,ok,14025.136259540326,within_range,5960.515028109532,3721.285803234123,0.17389561666945508,,
placebo,pooled,ok,13282.150844283338,within_range,0.0006031514223323844,0.8387209345021857,ok,13288.985407490643,within_range,5783.305742926825,3721.285803234123,0.15389806266745734,,
placebo,AB,ok,13282.150844283338,within_range,0.0006031514223323844,0.8387209345021857,ok,13288.985407490643,within_range,5783.305742926825,3721.285803234123,0.15389806266745734,,
reflection,pooled,ok,14444.27082654242,within_range,0.0005735056513723808,0.8281438535481578,ok,14713.165826668543,within_range,6007.347653653402,3721.285803234123,0.15653891771703293,,
reflection,AB,ok,14444.27082654242,within_range,0.0005735056513723808,0.8281438535481578,ok,14713.165826668543,within_range,6007.347653653402,3721.285803234123,0.15653891771703293,,
constitution,pooled,ok,11256.648878168415,within_range,0.003927614628081585,0.999998548639925,ok,11261.509475948127,within_range,4980.284137974373,3721.285803234123,0.0,,
constitution,AB,ok,11256.648878168415,within_range,0.003927614628081585,0.999998548639925,ok,11261.509475948127,within_range,4980.284137974373,3721.285803234123,0.0,,
